"Estado","Variável","Mês","Sexo","Valor","Região","População"
"Amazonas","Morte por intervenção de Agente do Estado",2019-06-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2019-06-01,"Masculino",7,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2019-06-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2019-06-01,"Total",7,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2019-07-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2019-07-01,"Masculino",7,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2019-07-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2019-07-01,"Total",7,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2019-08-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2019-08-01,"Masculino",10,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2019-08-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2019-08-01,"Total",10,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2019-09-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2019-09-01,"Masculino",5,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2019-09-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2019-09-01,"Total",5,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2019-10-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2019-10-01,"Masculino",24,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2019-10-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2019-10-01,"Total",24,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2019-11-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2019-11-01,"Masculino",5,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2019-11-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2019-11-01,"Total",5,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2019-12-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2019-12-01,"Masculino",9,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2019-12-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2019-12-01,"Total",9,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2020-01-01,"Feminino",12,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2020-01-01,"Masculino",0,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2020-01-01,"Não informado",1,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2020-01-01,"Total",13,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2020-02-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2020-02-01,"Masculino",9,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2020-02-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2020-02-01,"Total",9,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2020-03-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2020-03-01,"Masculino",8,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2020-03-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2020-03-01,"Total",8,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2020-04-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2020-04-01,"Masculino",13,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2020-04-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2020-04-01,"Total",13,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2020-05-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2020-05-01,"Masculino",2,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2020-05-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2020-05-01,"Total",2,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2020-06-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2020-06-01,"Masculino",10,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2020-06-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2020-06-01,"Total",10,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2020-07-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2020-07-01,"Masculino",12,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2020-07-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2020-07-01,"Total",12,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2020-08-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2020-08-01,"Masculino",9,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2020-08-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2020-08-01,"Total",9,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2020-09-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2020-09-01,"Masculino",7,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2020-09-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2020-09-01,"Total",7,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2020-10-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2020-10-01,"Masculino",6,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2020-10-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2020-10-01,"Total",6,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2020-11-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2020-11-01,"Masculino",6,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2020-11-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2020-11-01,"Total",6,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2020-12-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2020-12-01,"Masculino",7,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2020-12-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2020-12-01,"Total",7,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2021-01-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2021-01-01,"Masculino",10,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2021-01-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2021-01-01,"Total",10,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2021-02-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2021-02-01,"Masculino",13,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2021-02-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2021-02-01,"Total",13,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2021-03-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2021-03-01,"Masculino",8,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2021-03-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2021-03-01,"Total",8,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2021-04-01,"Feminino",1,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2021-04-01,"Masculino",9,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2021-04-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2021-04-01,"Total",10,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2021-05-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2021-05-01,"Masculino",8,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2021-05-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2021-05-01,"Total",8,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2021-06-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2021-06-01,"Masculino",17,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2021-06-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2021-06-01,"Total",17,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2021-07-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2021-07-01,"Masculino",4,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2021-07-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2021-07-01,"Total",4,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2021-08-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2021-08-01,"Masculino",3,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2021-08-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2021-08-01,"Total",3,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2021-09-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2021-09-01,"Masculino",8,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2021-09-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2021-09-01,"Total",8,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2021-10-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2021-10-01,"Masculino",5,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2021-10-01,"Não informado",1,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2021-10-01,"Total",6,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2021-11-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2021-11-01,"Masculino",6,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2021-11-01,"Não informado",2,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2021-11-01,"Total",8,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2021-12-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2021-12-01,"Masculino",7,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2021-12-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2021-12-01,"Total",7,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2022-01-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2022-01-01,"Masculino",9,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2022-01-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2022-01-01,"Total",9,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2022-02-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2022-02-01,"Masculino",7,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2022-02-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2022-02-01,"Total",7,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2022-03-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2022-03-01,"Masculino",15,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2022-03-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2022-03-01,"Total",15,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2022-04-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2022-04-01,"Masculino",12,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2022-04-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2022-04-01,"Total",12,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2022-05-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2022-05-01,"Masculino",5,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2022-05-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2022-05-01,"Total",5,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2022-06-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2022-06-01,"Masculino",1,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2022-06-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2022-06-01,"Total",1,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2022-07-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2022-07-01,"Masculino",6,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2022-07-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2022-07-01,"Total",6,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2022-08-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2022-08-01,"Masculino",2,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2022-08-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2022-08-01,"Total",2,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2022-09-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2022-09-01,"Masculino",7,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2022-09-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2022-09-01,"Total",7,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2022-10-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2022-10-01,"Masculino",12,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2022-10-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2022-10-01,"Total",12,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2022-11-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2022-11-01,"Masculino",8,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2022-11-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2022-11-01,"Total",8,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2022-12-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2022-12-01,"Masculino",15,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2022-12-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2022-12-01,"Total",15,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2023-01-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2023-01-01,"Masculino",2,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2023-01-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2023-01-01,"Total",2,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2023-02-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2023-02-01,"Masculino",4,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2023-02-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2023-02-01,"Total",4,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2023-03-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2023-03-01,"Masculino",4,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2023-03-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2023-03-01,"Total",4,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2023-04-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2023-04-01,"Masculino",5,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2023-04-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2023-04-01,"Total",5,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2023-05-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2023-05-01,"Masculino",8,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2023-05-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2023-05-01,"Total",8,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2023-06-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2023-06-01,"Masculino",7,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2023-06-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2023-06-01,"Total",7,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2023-07-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2023-07-01,"Masculino",6,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2023-07-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2023-07-01,"Total",6,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2023-08-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2023-08-01,"Masculino",8,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2023-08-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2023-08-01,"Total",8,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2023-09-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2023-09-01,"Masculino",6,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2023-09-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2023-09-01,"Total",6,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2023-10-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2023-10-01,"Masculino",5,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2023-10-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2023-10-01,"Total",5,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2023-11-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2023-11-01,"Masculino",2,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2023-11-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2023-11-01,"Total",2,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2023-12-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2023-12-01,"Masculino",3,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2023-12-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2023-12-01,"Total",3,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2024-01-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2024-01-01,"Masculino",8,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2024-01-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2024-01-01,"Total",8,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2024-02-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2024-02-01,"Masculino",6,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2024-02-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2024-02-01,"Total",6,"Norte",3941613
"Amazonas","Morte por intervenção de Agente do Estado",2024-03-01,"Feminino",0,"Norte",1965810
"Amazonas","Morte por intervenção de Agente do Estado",2024-03-01,"Masculino",1,"Norte",1975803
"Amazonas","Morte por intervenção de Agente do Estado",2024-03-01,"Não informado",0,"Norte",NA
"Amazonas","Morte por intervenção de Agente do Estado",2024-03-01,"Total",1,"Norte",3941613
"Amapá","Estupro",2019-01-01,"Feminino",60,"Norte",364516
"Amapá","Estupro",2019-01-01,"Masculino",5,"Norte",369243
"Amapá","Estupro",2019-01-01,"Não informado",4,"Norte",NA
"Amapá","Estupro",2019-01-01,"Total",69,"Norte",733759
"Amapá","Estupro",2019-02-01,"Feminino",46,"Norte",364516
"Amapá","Estupro",2019-02-01,"Masculino",1,"Norte",369243
"Amapá","Estupro",2019-02-01,"Não informado",0,"Norte",NA
"Amapá","Estupro",2019-02-01,"Total",47,"Norte",733759
"Amapá","Estupro",2019-03-01,"Feminino",46,"Norte",364516
"Amapá","Estupro",2019-03-01,"Masculino",9,"Norte",369243
"Amapá","Estupro",2019-03-01,"Não informado",0,"Norte",NA
"Amapá","Estupro",2019-03-01,"Total",55,"Norte",733759
"Amapá","Estupro",2019-04-01,"Feminino",54,"Norte",364516
"Amapá","Estupro",2019-04-01,"Masculino",2,"Norte",369243
"Amapá","Estupro",2019-04-01,"Não informado",0,"Norte",NA
"Amapá","Estupro",2019-04-01,"Total",56,"Norte",733759
"Amapá","Estupro",2019-05-01,"Feminino",61,"Norte",364516
"Amapá","Estupro",2019-05-01,"Masculino",5,"Norte",369243
"Amapá","Estupro",2019-05-01,"Não informado",3,"Norte",NA
"Amapá","Estupro",2019-05-01,"Total",69,"Norte",733759
"Amapá","Estupro",2019-06-01,"Feminino",60,"Norte",364516
"Amapá","Estupro",2019-06-01,"Masculino",5,"Norte",369243
"Amapá","Estupro",2019-06-01,"Não informado",1,"Norte",NA
"Amapá","Estupro",2019-06-01,"Total",66,"Norte",733759
"Amapá","Estupro",2019-07-01,"Feminino",67,"Norte",364516
"Amapá","Estupro",2019-07-01,"Masculino",10,"Norte",369243
"Amapá","Estupro",2019-07-01,"Não informado",5,"Norte",NA
"Amapá","Estupro",2019-07-01,"Total",82,"Norte",733759
"Amapá","Estupro",2019-08-01,"Feminino",70,"Norte",364516
"Amapá","Estupro",2019-08-01,"Masculino",2,"Norte",369243
"Amapá","Estupro",2019-08-01,"Não informado",0,"Norte",NA
"Amapá","Estupro",2019-08-01,"Total",72,"Norte",733759
"Amapá","Estupro",2019-09-01,"Feminino",67,"Norte",364516
"Amapá","Estupro",2019-09-01,"Masculino",2,"Norte",369243
"Amapá","Estupro",2019-09-01,"Não informado",1,"Norte",NA
"Amapá","Estupro",2019-09-01,"Total",70,"Norte",733759
"Amapá","Estupro",2019-10-01,"Feminino",61,"Norte",364516
"Amapá","Estupro",2019-10-01,"Masculino",13,"Norte",369243
"Amapá","Estupro",2019-10-01,"Não informado",0,"Norte",NA
"Amapá","Estupro",2019-10-01,"Total",74,"Norte",733759
"Amapá","Estupro",2019-11-01,"Feminino",53,"Norte",364516
"Amapá","Estupro",2019-11-01,"Masculino",5,"Norte",369243
"Amapá","Estupro",2019-11-01,"Não informado",1,"Norte",NA
"Amapá","Estupro",2019-11-01,"Total",59,"Norte",733759
"Amapá","Estupro",2019-12-01,"Feminino",53,"Norte",364516
"Amapá","Estupro",2019-12-01,"Masculino",6,"Norte",369243
"Amapá","Estupro",2019-12-01,"Não informado",3,"Norte",NA
"Amapá","Estupro",2019-12-01,"Total",62,"Norte",733759
"Amapá","Estupro",2020-01-01,"Feminino",51,"Norte",364516
"Amapá","Estupro",2020-01-01,"Masculino",3,"Norte",369243
"Amapá","Estupro",2020-01-01,"Não informado",0,"Norte",NA
"Amapá","Estupro",2020-01-01,"Total",54,"Norte",733759
"Amapá","Estupro",2020-02-01,"Feminino",40,"Norte",364516
"Amapá","Estupro",2020-02-01,"Masculino",5,"Norte",369243
"Amapá","Estupro",2020-02-01,"Não informado",0,"Norte",NA
"Amapá","Estupro",2020-02-01,"Total",45,"Norte",733759
"Amapá","Estupro",2020-03-01,"Feminino",41,"Norte",364516
"Amapá","Estupro",2020-03-01,"Masculino",7,"Norte",369243
"Amapá","Estupro",2020-03-01,"Não informado",0,"Norte",NA
"Amapá","Estupro",2020-03-01,"Total",48,"Norte",733759
"Amapá","Estupro",2020-04-01,"Feminino",24,"Norte",364516
"Amapá","Estupro",2020-04-01,"Masculino",2,"Norte",369243
"Amapá","Estupro",2020-04-01,"Não informado",0,"Norte",NA
"Amapá","Estupro",2020-04-01,"Total",26,"Norte",733759
"Amapá","Estupro",2020-05-01,"Feminino",24,"Norte",364516
"Amapá","Estupro",2020-05-01,"Masculino",2,"Norte",369243
"Amapá","Estupro",2020-05-01,"Não informado",0,"Norte",NA
"Amapá","Estupro",2020-05-01,"Total",26,"Norte",733759
"Amapá","Estupro",2020-06-01,"Feminino",29,"Norte",364516
"Amapá","Estupro",2020-06-01,"Masculino",3,"Norte",369243
"Amapá","Estupro",2020-06-01,"Não informado",1,"Norte",NA
"Amapá","Estupro",2020-06-01,"Total",33,"Norte",733759
"Amapá","Estupro",2020-07-01,"Feminino",56,"Norte",364516
"Amapá","Estupro",2020-07-01,"Masculino",5,"Norte",369243
"Amapá","Estupro",2020-07-01,"Não informado",3,"Norte",NA
"Amapá","Estupro",2020-07-01,"Total",64,"Norte",733759
"Amapá","Estupro",2020-08-01,"Feminino",42,"Norte",364516
"Amapá","Estupro",2020-08-01,"Masculino",6,"Norte",369243
"Amapá","Estupro",2020-08-01,"Não informado",1,"Norte",NA
"Amapá","Estupro",2020-08-01,"Total",49,"Norte",733759
"Amapá","Estupro",2020-09-01,"Feminino",56,"Norte",364516
"Amapá","Estupro",2020-09-01,"Masculino",9,"Norte",369243
"Amapá","Estupro",2020-09-01,"Não informado",5,"Norte",NA
"Amapá","Estupro",2020-09-01,"Total",70,"Norte",733759
"Amapá","Estupro",2020-10-01,"Feminino",59,"Norte",364516
"Amapá","Estupro",2020-10-01,"Masculino",6,"Norte",369243
"Amapá","Estupro",2020-10-01,"Não informado",3,"Norte",NA
"Amapá","Estupro",2020-10-01,"Total",68,"Norte",733759
"Amapá","Estupro",2020-11-01,"Feminino",52,"Norte",364516
